PM10,O3,SO2,PM2.5,NO2,CO,V13305,V10004_700,V11291_700,V12001_700,V13003_700
65.0,108.0,5.0,30.0,31.0,0.8,0.2,998.5,2.4,25.88,78.5
104.0,162.0,14.0,47.0,55.0,0.9,0.0,1008.3,1.5,23.0,64.5
74.0,222.0,10.0,36.0,38.0,1.0,0.0,1002.125,0.875,28.875,70.125
97.0,69.0,8.0,91.0,37.0,1.0,0.0,1026.9,1.75,4.35,64.625
32.0,101.0,5.0,25.0,20.0,0.8,0.475,1019.3875,2.875,16.0125,93.5
12.0,39.0,6.0,9.0,23.0,0.8,0.6999391150025396,1026.13,1.9001987582014301,3.75,87.5
47.0,122.0,5.0,25.0,37.0,1.2,0.4026380250821795,1006.8,0.7,28.6,91.3
31.0,22.0,6.0,25.0,31.0,0.8,0.7191688959447884,1027.6,1.9,5.2,92.0
172.0,40.0,12.0,101.94692844900285,67.0,1.359560887594017,1.2,1018.03,0.93,15.85,90.75
74.0,105.0,7.0,53.0,46.0,1.1,0.0,1003.2,0.7,19.8,91.3
131.0,138.0,20.0,64.0,49.0,0.9,0.0,1007.3,2.3,23.0,70.0
33.0,91.0,6.0,14.0,23.0,0.8,0.640283929841698,996.7125,1.75,28.2125,90.625
82.0,59.0,7.0,71.0,31.0,0.8,0.9,1025.2,2.1,2.5,74.3
66.0,24.0,11.0,40.0,56.0,0.8,0.0,1024.1,0.93,5.0,69.5
123.0,79.0,16.0,38.0,52.0,0.7,0.0,1035.9,2.1,-2.5,60.8
135.0,6.0,7.0,108.0,53.0,1.3,0.2,1023.8,0.6,6.8,91.0
68.0,168.0,6.0,34.0,37.0,0.9,0.0,996.675,1.875,32.4125,73.25
57.0,148.0,10.0,26.0,37.0,0.9,1.1,1005.88,3.25,26.33,72.75
163.0,140.0,14.710697479984262,85.0,71.0,1.2,0.0,1011.9160029938708,1.6183796624034483,17.285713539211063,78.38836555084079
15.0,93.0,4.0,11.0,18.0,0.7,0.7089634137624508,1001.6875,1.625,24.2,94.375
65.0,142.0,6.0,33.0,33.0,1.1,0.0,1001.6,1.3,29.1,88.8
20.0,59.0,3.0,13.0,25.0,0.9,0.8641377948293192,994.6,1.4,26.4,100.0
56.0,110.0,10.0,32.0,45.0,0.9,0.0,1014.4,0.8,22.1,77.0
31.0,154.0,6.0,16.0,18.0,0.7,0.0,1001.9875,1.125,29.3125,76.75
56.0,71.0,6.0,38.0,40.0,0.8,0.4864151084132047,1019.4,1.0,16.8,91.5
31.0,105.0,5.0,18.0,23.0,0.8,0.1,1001.575,1.875,29.975,78.5
36.0,140.0,8.0,18.0,24.0,0.8,0.0,1002.2,1.4,27.6,73.3
58.0,52.0,8.0,62.0,34.0,1.1,0.5332552930293737,1022.7,2.48,2.5,85.75
71.0,122.0,13.0,50.0,23.0,0.9,0.6,1015.6,2.0,22.4,84.0
65.0,109.0,17.0,40.0,40.0,0.9,2.8,1012.4,1.4,21.9,85.0
46.0,145.0,5.0,27.0,33.0,1.0,0.4,1001.4,1.2,30.1,80.8
99.0,66.0,11.41048285147459,71.0,46.0,1.5,0.0,1023.0,1.0,9.7,89.0
14.0,41.0,7.0,10.0,25.0,0.7,2.8375,1022.275,1.375,12.6625,94.5
127.0,16.0,10.0,111.0,45.0,1.2,0.0,1022.7,1.9,6.2,91.0
86.0,93.0,10.0,53.0,76.0,1.1,0.0,1018.3,0.5,16.4,77.8
73.0,166.0,6.0,42.0,48.0,0.9,0.0,1004.9,1.7,24.4,75.0
145.0,68.0,13.49301580362662,73.0,79.0,1.2,1.2,1007.9,1.0,13.7,88.0
69.0,101.0,13.0,35.0,23.0,1.0,0.0,1021.6,1.7,14.8,59.3
107.24715721161087,127.0,12.360456034989184,66.95051885193953,63.0,1.1165314667950033,0.0,1015.0,0.4,10.7,77.0
68.0,159.0,6.0,28.0,31.0,0.8,0.0,1002.03,1.18,31.53,78.75
47.0,155.0,8.0,27.0,24.0,0.9,0.0,1002.7,2.0,28.5,66.5
91.0,100.0,8.0,55.0,60.0,1.0,1.1,1021.3,0.4,16.1,88.3
0.0,57.0,10.0,0.0,35.0,0.8,0.0,1025.1,3.8,7.1,69.96853916892326
43.0,162.0,6.0,21.0,25.0,0.9,0.0,1000.975,1.0,31.9125,77.375
36.0,70.0,6.0,21.0,31.0,0.8,0.5014879617224413,1002.8,1.2,26.1,85.8
53.0,206.0,12.0,28.0,32.0,0.9,0.0,1013.375,1.0,29.275,54.625
91.0,120.0,15.0,41.0,54.0,1.3,0.2,1002.8,2.4,23.1,71.8
66.0,59.0,9.0,58.0,49.0,1.1,0.0,1017.1,0.7,13.1,88.0
39.0,116.0,6.052669392385177,18.0,8.0,0.7,0.0,1005.1,1.5,30.5,73.8
57.0,104.0,9.0,43.0,20.0,1.0,0.0,1028.6,0.8,10.0,82.0
47.0,159.0,9.0,23.0,21.0,0.8,0.0,1002.25714285714,2.0,29.0857142857143,69.2857142857143
78.0,56.0,8.0,32.0,24.0,0.6,0.0,1024.175,3.0,5.625,48.5
65.0,187.0,11.0,35.0,47.0,1.0,0.0,1003.325,0.875,28.775,72.0
112.0,84.0,17.0,31.0,57.0,0.9,0.0,1022.95,1.18,6.8,61.25
20.0,87.0,5.0,14.0,30.0,0.8,0.6677415869927703,1003.9,1.0,23.9,96.0
47.0,23.0,15.0,48.0,42.0,1.2,0.6361786283653927,1016.0,1.4,10.3,91.0
44.0,50.0,7.0,24.0,29.0,0.7,0.5020293149386799,1020.3,2.7,9.0,78.5
96.92259466269398,37.0,11.723679746983905,64.48113575071622,60.12762331400468,1.1048640624967954,0.0,1011.1,0.8,7.6,74.0
54.0,196.0,9.0,30.0,28.0,0.7,0.0,1005.9,0.4,26.3,74.3
25.0,93.0,6.0,10.0,22.0,0.7,0.4,1003.6,3.1,23.2,88.0
60.0,65.0,8.0,35.0,26.0,0.7,0.37082854190636017,1012.1,3.5,12.2,69.8
92.0,84.0,12.0,44.0,52.0,1.1,0.4,1001.2,2.0,20.0,70.8
166.16973650703358,168.0,15.35848309545895,106.0,73.1749845238336,1.5,0.0,1015.0,0.8,20.0,82.0
131.0,44.0,15.368655513354739,84.0,78.04998509557828,1.4,0.0,1020.0,0.4,6.8,70.3
41.0,116.0,5.0,19.0,25.0,0.6,0.0,1000.9,1.6,33.3,66.0
38.0,126.0,6.0,26.0,22.0,0.7,0.0,1008.0,1.9,24.3,80.8
66.0,130.0,7.0,35.0,35.0,0.9,0.0,1002.55,0.68,26.33,76.75
100.0,74.0,13.0,85.0,66.0,1.3,0.0,1026.0,1.0,7.6,78.0
112.0,123.0,10.0,75.0,76.0,1.1,0.0,1020.0,0.625,17.4625,81.25
38.0,154.0,6.0,21.0,25.0,0.7,0.30526442834221346,996.6,1.0,28.6,81.0
74.0,123.0,10.0,40.0,41.0,0.7,0.0,1019.7,0.8,16.9,70.0
44.0,62.0,5.0,43.0,41.0,0.6,0.0,1026.9,1.9,5.8,83.0
76.0,214.0,12.0,44.0,22.0,1.0,0.0,1006.1,2.4,31.7,64.0
75.0,168.0,7.0,40.0,34.0,0.8,0.0,1002.2,2.7,28.7,67.0
0.0,99.0,7.0,0.0,57.0,0.6,0.0,1007.6,1.0,23.9,72.0
129.0,74.0,15.0,64.0,74.0,1.0,1.8,1018.1,1.0,12.4,70.3
0.0,59.0,7.0,0.0,47.0,1.0,0.0,1027.1,1.0,5.2,84.0
31.0,123.0,8.0,17.0,15.0,0.6,0.0,1008.875,2.625,26.65,61.0
21.0,11.0,5.0,12.0,44.0,0.8237216498104316,0.8712327187767537,1017.6,2.3,6.2,95.5
87.0,91.0,13.0,45.0,42.0,0.9,0.5496532726210663,1002.0,1.3,26.4,94.0
170.0,163.0,22.0,104.0,66.0,1.3,0.0,1014.9,1.1,20.8,85.0
158.0,54.0,20.0,49.0,55.0,0.9,0.0,1024.8,1.1,6.6,72.0
95.0,129.0,13.0,59.0,64.0,0.8,0.0,1023.8,1.8,10.7,74.5
58.0,105.0,8.0,31.0,62.0,0.9,0.0,1018.8,0.6,18.8,81.3
73.0,115.0,10.0,45.0,22.0,0.9,0.0,1012.5,1.3,16.7,68.8
38.0,163.0,9.0,24.0,21.0,0.8,0.0,1012.3,1.75,27.8375,52.75
35.0,88.0,5.0,12.0,20.0,0.5,0.0,1002.6,3.03,32.23,63.0
39.0,28.0,11.0,31.0,54.0,1.0,0.6284370160730193,1018.5,0.7,12.3,94.5
23.0,64.0,5.0,16.0,31.0,0.8,2.4,1004.5,1.3,27.8,88.8
116.0,59.0,6.0,82.0,45.0,1.0,0.0,1023.5,1.2,7.4,71.8
45.0,67.0,4.0,16.0,29.0,0.7,0.0,1001.48,1.6,29.68,81.5
71.0,142.0,10.0,31.0,31.0,0.6,0.0,1009.85,1.85,25.88,59.75
37.0,93.0,6.0,17.0,31.0,0.8,0.0,1001.925,1.5,28.375,86.375
168.0,112.0,12.0,53.0,76.0,1.0,0.0,1007.1,0.5,24.3,75.3
90.0,160.66918765836365,10.0,47.0,47.0,1.1,0.0,999.3,1.5,32.1,66.3
90.0,29.0,10.0,71.0,68.0,0.8,0.0,1025.6,0.0,3.9,73.3
129.0,62.0,7.0,112.0,45.0,1.3,0.0,1025.725,0.625,6.9375,87.25
158.0,126.0,14.0,89.0,76.05583454257052,1.4,0.0,1016.2,0.6,15.4,83.8
46.0,159.0,10.0,23.0,23.0,0.9,0.0,1002.075,1.375,28.1125,71.625
50.0,86.0,7.0,30.0,18.0,0.8,0.40948043044560833,1015.0,2.161776877125426,20.2,80.8
73.0,57.0,17.0,49.0,37.0,0.8,0.0,1028.0,2.3,13.6,62.0
31.0,119.0,5.0,20.0,23.0,0.8,0.47010413631989056,998.9,1.5,27.3,86.0
71.0,194.0,10.0,27.0,60.0,1.1,0.0,1001.8,0.3,28.3,79.0
72.0,139.0,17.0,43.0,38.0,0.9,0.0,1005.3,1.5,23.3,63.0
148.0,124.0,20.0,92.0,83.0,1.4,0.0,1012.78,1.73,16.0,65.25
46.0,135.0,9.0,23.0,53.0,0.7,0.0,1015.525,1.0,19.8625,67.875
54.0,60.0,9.0,20.0,58.0,0.6,0.0,1021.7,0.6,11.6,76.8
131.0,78.0,12.0,25.0,22.0,0.6,0.0,1043.0,1.8,-3.8,54.8
22.0,94.0,5.0,14.0,30.0,0.6,0.7302727469790327,1008.6,1.9,19.3,97.8
91.0,124.0,12.0,49.0,63.0,1.3,0.0,1008.85,0.5,22.35,84.75
64.0,126.0,12.0,29.0,33.0,0.8,0.0,1017.1,0.7,16.1,65.8
36.0,143.0,6.0,21.0,26.0,0.8,0.3365935088573453,1003.7125,1.25,28.625,84.625
68.0,152.0,6.0,38.0,48.0,1.0,0.1,1011.9,1.1,22.5,81.8
36.0,32.0,4.0,19.0,32.0,0.9,0.7327005026437723,1002.475,0.625,26.15,96.25
71.0,63.0,9.0,32.0,64.0,0.7,0.0,1020.125,1.0,8.6375,70.25
106.0,200.0,8.0,47.0,38.0,0.9,0.0,997.0,1.13,32.35,72.25
66.0,89.0,12.0,32.0,44.0,1.1,0.0,1023.5,2.28,9.18,60.5
62.0,46.0,6.0,49.0,32.0,0.8,0.0,1030.0,2.8,6.5,82.5
169.0,39.0,13.46018844196658,114.6856819090633,65.0,1.4391517182853373,0.0,1025.5,0.9,2.0,96.0
55.0,58.0,5.0,26.0,44.0,0.7,0.5646298022243492,1002.6,0.4,26.9,92.8
58.0,102.0,5.0,49.0,30.0,0.9,0.6745472694184764,1006.2,2.7,19.6,98.0
19.0,25.0,5.0,15.0,34.0,0.9,0.8501437919241059,1000.0,0.8,22.5,99.0
125.0,86.0,16.13129414459096,58.0,68.0,1.3,0.0,1014.83,2.33,18.5,56.0
37.0,105.0,8.0,16.0,19.0,0.6,0.0,1007.425,3.125,31.6375,57.125
60.0,124.0,5.0,23.0,23.0,0.5,0.0,1001.3,3.1,32.2,63.8
39.0,108.0,5.0,19.0,23.0,0.6,0.0,998.7,3.0,33.1,67.3
40.0,54.0,14.0,43.0,29.0,1.3,0.7582195356958739,1005.5,1.9,12.8,94.0
27.0,100.0,6.0,12.0,18.0,0.7,0.0,998.825,1.875,31.9875,74.875
60.0,73.0,9.0,53.0,35.0,0.8,0.0,1030.3875,0.625,2.575,69.5
162.0,56.0,14.118938877139108,106.0,64.0,1.3493207796353799,0.0,1018.2,0.8,10.6,81.0
17.0,46.0,3.0,8.0,25.0,0.7,0.8372330027163786,999.8,1.58,24.3,97.0
84.0,89.0,11.0,52.0,54.0,1.2,0.0,1014.2,1.9,9.4,76.8
63.0,127.0,5.0,25.0,31.0,0.6,0.0,998.4,2.7,30.6,66.5
146.0,72.0,13.0,87.07398943623983,75.0,1.271412334185721,0.0,1020.8,1.0,12.8,81.3
49.0,80.0,3.0,26.0,36.0,1.0,1.1,1000.8,1.65,26.45,89.5
87.0,68.0,4.0,41.0,25.0,0.7,0.6410622269306625,1011.0,1.5,15.7,91.3
99.7328803773342,47.0,12.005699903875893,68.68210460814348,65.3062195587831,1.1291778675405926,0.0,1024.8,0.3,5.4,81.0
160.0,86.0,8.0,98.44186005480793,17.0,0.9,0.0,1024.825,2.375,6.55,68.875
91.0,203.0,14.0,49.0,80.0,1.1,0.0,1012.6,0.5,23.3,68.5
38.0,90.0,7.0,20.0,20.0,0.6,0.0,1021.1,2.8,13.6,68.0
41.0,126.0,5.0,21.0,28.0,0.9,0.1,1003.6,1.0,26.6,81.3
85.0,82.0,11.0,84.0,42.0,1.3,0.0,1027.9301,0.33,2.33,84.25
76.0,106.0,8.0,34.0,42.0,0.8,0.2,1017.5,3.2,17.4,66.5
34.0,108.0,5.0,0.0,36.0,0.7,0.0,1009.2375,0.625,24.9375,87.5
75.0,156.0,16.0,38.0,61.0,0.9,0.0,1016.9,0.7,22.4,73.0
26.0,70.0,5.0,14.0,30.0,0.9,0.2,1007.6,1.7,23.4,92.3
38.0,49.0,8.0,11.0,12.0,0.5,0.4375,1034.7875,2.6390043983635785,1.9375,69.50079047846395
60.0,161.0,9.0,31.0,26.0,0.8,0.0,1005.7,0.9,27.1,73.8
20.0,76.0,7.0,11.0,22.0,0.7,0.0,1020.0,2.6,18.8,74.3
97.0,99.0,22.0,62.0,69.0,1.0,0.0,1023.0,0.4,11.4,84.0
117.0,33.0,11.877210810260017,86.0,67.0,1.3,2.0,1018.9,0.7,15.1,92.0
165.25557023976558,66.0,14.0,107.0,94.0,1.4863293528807273,0.0,1019.1,0.4,11.5,84.8
77.0,45.0,13.0,60.0,59.0,0.9,0.0,1020.0125,1.375,5.0125,63.25
90.0,178.0,17.0,32.0,55.0,0.9,0.0,1007.73,0.8,24.38,66.5
81.0,61.0,5.0,36.0,29.0,0.7,0.6559585547761326,1002.4,1.5,22.2,91.3
61.0,149.0,8.0,30.0,36.0,0.7,0.0,999.5,1.4,32.7,66.0
24.0,93.0,19.0,10.0,6.0,0.5,0.0,1002.9,2.9,31.7,67.0
74.0,178.0,13.0,35.0,62.0,1.0,0.0,1012.0875,0.875,28.0875,62.25
32.0,125.0,7.0,18.0,19.0,0.8,0.0,1009.92857142857,2.42857142857143,26.3714285714286,74.1428571428571
47.0,21.0,6.0,41.0,56.0,0.9,2.2,1016.6,0.7,10.2,93.0
11.0,100.0,4.0,7.0,16.0,0.7,0.7527438055357312,1004.5,1.75,22.85,96.875
68.0,4.0,8.0,39.0,42.0,1.5,0.7647120016584577,1011.85,0.38,14.45,97.25
17.0,64.0,5.0,9.0,17.0,0.5,0.6272010064626645,999.6,2.1,26.8,85.5
60.0,66.0,10.0,33.0,60.0,0.6,0.0,1019.9875,0.75,12.3125,70.5
47.0,40.0,5.0,43.0,25.0,1.2,0.7988939095699088,1020.1375,2.0,4.425,96.25
75.0,81.0,6.0,49.0,26.0,0.7,0.5,1017.7,1.5,10.3,83.5
151.0,21.0,19.0,102.66425039064492,59.0,1.427077592956394,0.5757842673885447,1022.1,1.2,4.6,95.8
78.0,82.0,5.0,84.0,34.0,1.1,0.0,1022.7,1.9,7.1,74.0
73.0,128.0,12.0,52.0,46.0,1.1,0.0,1018.1,1.4,17.2,69.5
107.0,59.0,12.0,64.0,94.0,1.3,0.0,1029.4,1.1,5.5,79.8
81.0,127.0,8.0,53.0,31.0,0.8,0.0,1001.8,1.0,25.9,85.0
62.0,130.0,6.0,24.0,34.0,0.7,0.0,997.7,1.5,33.2,71.0
50.0,123.0,7.0,30.0,24.0,0.8,0.0,998.8,2.4,32.5,62.5
123.0,102.0,15.0,72.0,89.0,1.2,0.0,1022.68,0.43,9.58,75.75
67.0,96.0,14.0,34.0,34.0,0.8,0.1,1011.9160029938708,1.6183796624034483,17.285713539211063,78.38836555084079
50.0,155.0,5.0,29.0,35.0,0.7,0.0,1002.6,0.9,24.6,81.8
132.0,96.0,9.0,102.0,51.0,1.3,0.0,1019.0,1.8,17.3,86.3
89.0,106.0,16.0,51.0,35.0,0.8,0.0,1005.3,2.4,23.7,80.0
57.0,163.0,5.0,28.0,43.0,0.9,0.2,1005.7,0.5,27.3,88.5
95.0,68.0,12.0,37.0,46.0,0.7,0.0,1030.7,2.0,1.1,53.0
69.0,94.0,9.0,39.0,43.0,1.1,0.0,1000.6,2.7,21.2,73.8
59.0,74.0,8.0,38.0,46.0,0.9,0.0,1015.85714285714,0.571428571428571,13.0142857142857,83.1428571428571
78.0,110.0,14.0,40.0,52.0,0.9,0.0,1018.375,1.25,19.225,59.25
97.0,72.0,14.0,76.0,78.0,1.3,0.0,1020.7,0.8,9.4,84.8
92.0,127.0,15.0,49.0,75.0,1.0,0.0,1016.3875,1.0,16.7375,56.5
178.0,41.0,16.0,109.10373348947127,84.39601456516468,1.4233480483237706,0.0,1021.45,0.7,6.83,79.25
50.0,43.0,8.0,58.0,32.0,1.0,0.0,1028.63,2.75,5.6,80.0
137.0,110.0,15.0,50.0,67.0,0.8,0.7,1001.5,0.4,27.1,84.0
92.0,49.0,11.0,61.0,63.0,1.2,0.0,1029.6,0.7,3.9,82.8
20.0,96.0,4.0,11.0,22.0,0.6,2.475,999.725,1.25,26.325,86.25
14.0,72.0,5.0,9.0,20.0,0.6,0.7154449034021919,1021.5,2.6,15.4,94.3
151.0,88.0,22.0,79.0,77.0,1.1,0.08535386796015132,1016.8,0.5,20.1,81.0
61.0,95.0,7.0,53.0,30.0,0.8,0.0,1026.775,1.0,2.8375,80.625
44.0,118.0,8.0,24.0,36.0,0.7,0.0,1018.1625,1.875,18.7,61.25
27.0,96.0,6.0,13.0,19.0,0.6,0.0,1003.575,3.0,32.375,70.25
65.0,33.0,8.0,49.0,59.0,0.8,0.0,1021.825,0.25,8.0875,82.625
51.0,160.0,5.0,31.0,33.0,0.9,0.0,1000.0,0.8,26.4,83.3
35.0,142.0,6.0,17.0,25.0,0.6,0.0,996.1,1.125,29.325,72.5
22.0,101.0,3.0,10.0,18.0,0.6,0.0,1006.5,2.1,19.8,79.8
92.0,179.0,6.0,50.0,45.0,1.0,0.0,999.58,0.73,27.55,78.75
63.0,158.0,5.0,31.0,37.0,0.7,0.0,999.4,1.2,31.8,74.0
73.0,137.0,5.0,42.0,37.0,0.9,0.1,999.73,1.25,26.28,89.25
34.0,87.0,4.0,12.0,26.0,0.7,0.0,1004.0,2.3,28.7,80.0
121.0,81.0,12.0,93.0,45.0,1.2,0.0,1012.7,2.6,17.7,71.8
56.0,72.0,13.0,31.0,45.0,0.8,0.9,1020.8,1.2,16.3,70.3
49.0,46.0,8.0,32.0,26.0,0.6,0.0,1038.7,3.7,-0.8,64.3234933088682
95.0,85.0,7.0,32.0,49.0,0.7,0.3573513071338388,1000.4,1.4,24.5,79.5
45.0,126.0,9.0,24.0,28.0,0.7,0.371428571428571,1019.2375,1.375,17.55,72.75
72.0,41.0,6.0,58.0,39.0,1.0790238261057792,2.7,1007.7,1.1,17.4,94.0
143.0,82.0,14.910112898913653,81.0,80.0,1.3,0.0,1014.4,1.1,12.3,77.0
76.0,120.0,10.0,30.0,28.0,0.6,0.0,1014.3125,1.875,22.7875,61.0
50.0,87.0,8.0,29.0,20.0,0.7,0.0,1010.8,2.3,23.2,72.5
104.0,110.0,16.0,57.0,37.0,0.8,0.0,1024.2,2.3,5.1,62.0
16.0,32.0,12.0,17.0,24.0,0.9,0.8797071681270268,1026.5,1.7421465810760353,2.9,98.0
39.0,152.0,8.0,17.0,30.0,0.7,0.0,1004.2,0.875,26.1875,68.125
118.0,70.0,13.0,81.0,87.0,1.2,0.0,1020.9,0.6,4.0,78.0
78.0,87.0,11.0,45.0,50.0,0.9,0.3,1013.7,1.7,18.0,66.0
94.0,77.0,14.0,45.0,59.0,1.1,0.0,1015.6,1.3,14.8,73.0
114.0,200.0,6.0,58.0,31.0,1.1,0.0,997.23,2.55,32.23,74.0
44.0,43.0,7.0,15.0,26.0,0.6,0.8,1020.3,2.1,13.6,74.3
48.0,128.0,9.0,27.0,19.0,0.9,0.19292118021749438,1004.08571428571,3.57142857142857,28.7428571428571,69.4285714285714
30.0,120.0,5.0,22.0,17.0,0.7,0.0,995.4,1.8,28.8,76.0
99.0,192.0,8.0,45.0,61.0,0.9,0.0,1009.28,0.9,24.13,68.0
175.0,127.0,12.0,107.46961460883307,60.0,1.4,0.0,1021.2875,2.0,9.45,66.375
137.0,141.0,8.0,85.0,47.0,1.1,0.0,1014.4,1.8,20.0,74.5
98.0,147.0,14.0,49.0,65.0,1.2,0.0,1005.7,1.4,22.4,71.8
74.0,129.0,8.0,47.0,33.0,1.1,0.30247898026821396,1005.3,2.9,22.9,79.8
109.0,22.0,11.0,108.0,59.0,1.1,0.0,1028.0,1.1,5.5,62.8
91.0,171.0,15.0,39.0,53.0,0.9,0.0,1002.1,0.9,27.0,82.0
129.0,102.0,12.0,63.0,86.0,1.1,0.0,1015.2,0.9,18.8,68.3
61.0,202.0,8.0,33.0,36.0,0.8,0.0,1000.375,0.75,27.8625,75.5
107.0,42.0,11.0,90.0,52.0,1.3321652099102423,0.49462793590454357,1015.5,1.4,15.23,95.0
131.0,172.0,13.0,54.0,59.0,0.8,0.0,1005.9,1.13,27.55,69.5
