PM10,O3,SO2,PM2.5,NO2,CO,V13305,V10004_700,V11291_700,V12001_700,V13003_700
38.0,203.0,11.0,21,20.0,0.9,0.0,1007.75,2.25,28.7875,49.25
169.0,15.0,62.0,153,95.0,1.8,0.5,1010.9,1.6,11.3,77.0
55.0,104.0,13.0,19,24.0,0.4,0.0,1003.1,3.3,30.8,63.0
76.0,70.0,15.0,81,26.0,1.1,0.6,1016.6,1.8,6.5,86.0
44.0,34.0,6.0,23,31.0,0.8,8.8,1012.6,3.0,10.9,94.5
45.0,147.0,6.0,23,16.0,0.8,13.9375,998.3875,2.25,26.725,80.0
121.0,146.0,8.0,44,70.0,1.1,0.0,1009.8,1.23,22.83,77.5
58.0,79.0,8.0,46,37.0,0.8,0.0,1022.7,0.9,9.1,79.8
13.0,35.0,3.0,19,21.0,0.7,12.2,1019.4,1.7,5.7,92.0
64.0,91.0,9.0,42,41.0,0.9,5.2,1011.8,1.0,18.3,80.3
72.0,125.0,10.0,34,24.0,0.6,0.0,1026.7,3.6,13.3,44.5
55.0,149.0,14.0,30,54.0,0.9,0.0,1017.9,0.7,18.9,69.8
113.0,196.0,12.0,47,49.0,0.8,0.0,1007.63,1.13,26.85,72.75
163.0,118.0,16.0,143,74.0,1.6,0.0,1018.2,1.83,10.48,66.75
31.0,126.0,7.0,18,28.0,0.8,0.1,1004.1,1.0,25.7,82.0
56.0,140.0,11.0,20,24.0,0.7,0.0,1010.45,2.23,24.05,65.25
73.0,11.0,10.0,46,58.0,1.3,1.7,1010.7,1.2,14.1,92.8
56.0,31.0,7.0,49,30.0,0.7,1.6625,1028.375,2.875,4.55,81.25
128.0,116.0,20.0,86,76.0,1.2,0.0,1018.8,0.85,9.33,72.75
116.0,103.0,19.0,43,44.0,0.7,0.0,1003.1,3.1,24.0,62.0
42.0,27.0,7.0,28,32.0,0.9,0.0,1028.6801,2.48,10.85,86.75
94.0,123.0,8.0,36,48.0,0.7,0.0,765.1625,1.0,14.7375,68.25
37.0,156.0,6.0,15,25.0,0.8,7.5,1000.8625,2.0,29.8125,78.625
43.0,147.0,6.0,31,28.0,0.6,0.7,1007.9,0.5,22.9,80.5
46.0,112.0,10.0,15,30.0,0.6,0.0,1016.9,1.0,19.5,60.8
57.0,85.0,8.0,54,21.0,0.7,0.0,1023.8,1.4,3.9,80.0
104.0,177.0,4.0,65,23.0,1.6,0.0,1002.2,3.1,30.8,77.0
179.0,71.0,29.0,173,77.0,1.8,0.0,1029.7,0.9,1.3,85.0
124.0,67.0,15.0,102,94.0,1.3,0.0375,1021.0375,1.0,7.3625,71.375
52.0,103.0,7.0,27,30.0,0.7,0.0,997.8,2.6,29.6,81.0
30.0,105.0,5.0,17,18.0,0.5,3.0,997.9875,3.875,30.0125,75.5
149.0,194.0,14.0,63,70.0,1.1,0.0,1002.35,1.03,27.45,71.25
175.0,87.0,22.0,131,77.0,1.7,0.0,1016.25,1.3,9.63,77.25
65.0,108.0,5.0,30,31.0,0.8,0.2,998.5,2.4,25.88,78.5
104.0,162.0,14.0,47,55.0,0.9,0.0,1008.3,1.5,23.0,64.5
74.0,222.0,10.0,36,38.0,1.0,0.0,1002.125,0.875,28.875,70.125
97.0,69.0,8.0,91,37.0,1.0,0.0,1026.9,1.75,4.35,64.625
32.0,101.0,5.0,25,20.0,0.8,0.475,1019.3875,2.875,16.0125,93.5
12.0,39.0,6.0,9,23.0,0.8,6.3,1026.13,6.9,3.75,87.5
47.0,122.0,5.0,25,37.0,1.2,7.0,1006.8,0.7,28.6,91.3
31.0,22.0,6.0,25,31.0,0.8,6.5,1027.6,1.9,5.2,92.0
172.0,40.0,12.0,137,67.0,1.6,1.2,1018.03,0.93,15.85,90.75
74.0,105.0,7.0,53,46.0,1.1,0.0,1003.2,0.7,19.8,91.3
131.0,138.0,20.0,64,49.0,0.9,0.0,1007.3,2.3,23.0,70.0
33.0,91.0,6.0,14,23.0,0.8,8.875,996.7125,1.75,28.2125,90.625
82.0,59.0,7.0,71,31.0,0.8,0.9,1025.2,2.1,2.5,74.3
66.0,24.0,11.0,40,56.0,0.8,0.0,1024.1,0.93,5.0,69.5
123.0,79.0,16.0,38,52.0,0.7,0.0,1035.9,2.1,-2.5,60.8
135.0,6.0,7.0,108,53.0,1.3,0.2,1023.8,0.6,6.8,91.0
68.0,168.0,6.0,34,37.0,0.9,0.0,996.675,1.875,32.4125,73.25
57.0,148.0,10.0,26,37.0,0.9,1.1,1005.88,3.25,26.33,72.75
163.0,140.0,23.0,85,71.0,1.2,0.0,999999.0,999999.0,999999.0,999999.0
15.0,93.0,4.0,11,18.0,0.7,48.8375,1001.6875,1.625,24.2,94.375
65.0,142.0,6.0,33,33.0,1.1,0.0,1001.6,1.3,29.1,88.8
20.0,59.0,3.0,13,25.0,0.9,51.5,994.6,1.4,26.4,100.0
56.0,110.0,10.0,32,45.0,0.9,0.0,1014.4,0.8,22.1,77.0
31.0,154.0,6.0,16,18.0,0.7,0.0,1001.9875,1.125,29.3125,76.75
56.0,71.0,6.0,38,40.0,0.8,4.4,1019.4,1.0,16.8,91.5
31.0,105.0,5.0,18,23.0,0.8,0.1,1001.575,1.875,29.975,78.5
36.0,140.0,8.0,18,24.0,0.8,0.0,1002.2,1.4,27.6,73.3
58.0,52.0,8.0,62,34.0,1.1,19.6,1022.7,2.48,2.5,85.75
71.0,122.0,13.0,50,23.0,0.9,0.6,1015.6,2.0,22.4,84.0
65.0,109.0,17.0,40,40.0,0.9,2.8,1012.4,1.4,21.9,85.0
46.0,145.0,5.0,27,33.0,1.0,0.4,1001.4,1.2,30.1,80.8
99.0,66.0,24.0,71,46.0,1.5,0.0,1023.0,1.0,9.7,89.0
14.0,41.0,7.0,10,25.0,0.7,2.8375,1022.275,1.375,12.6625,94.5
127.0,16.0,10.0,111,45.0,1.2,0.0,1022.7,1.9,6.2,91.0
86.0,93.0,10.0,53,76.0,1.1,0.0,1018.3,0.5,16.4,77.8
73.0,166.0,6.0,42,48.0,0.9,0.0,1004.9,1.7,24.4,75.0
145.0,68.0,32.0,73,79.0,1.2,1.2,1007.9,1.0,13.7,88.0
69.0,101.0,13.0,35,23.0,1.0,0.0,1021.6,1.7,14.8,59.3
210.0,127.0,31.0,144,63.0,1.8,0.0,1015.0,0.4,10.7,77.0
68.0,159.0,6.0,28,31.0,0.8,0.0,1002.03,1.18,31.53,78.75
47.0,155.0,8.0,27,24.0,0.9,0.0,1002.7,2.0,28.5,66.5
91.0,100.0,8.0,55,60.0,1.0,1.1,1021.3,0.4,16.1,88.3
0.0,57.0,10.0,0,35.0,0.8,0.0,1025.1,3.8,7.1,42.0
43.0,162.0,6.0,21,25.0,0.9,0.0,1000.975,1.0,31.9125,77.375
36.0,70.0,6.0,21,31.0,0.8,3.6,1002.8,1.2,26.1,85.8
53.0,206.0,12.0,28,32.0,0.9,0.0,1013.375,1.0,29.275,54.625
91.0,120.0,15.0,41,54.0,1.3,0.2,1002.8,2.4,23.1,71.8
66.0,59.0,9.0,58,49.0,1.1,0.0,1017.1,0.7,13.1,88.0
39.0,116.0,34.0,18,8.0,0.7,0.0,1005.1,1.5,30.5,73.8
57.0,104.0,9.0,43,20.0,1.0,0.0,1028.6,0.8,10.0,82.0
47.0,159.0,9.0,23,21.0,0.8,0.0,1002.25714285714,2.0,29.0857142857143,69.2857142857143
78.0,56.0,8.0,32,24.0,0.6,0.0,1024.175,3.0,5.625,48.5
65.0,187.0,11.0,35,47.0,1.0,0.0,1003.325,0.875,28.775,72.0
112.0,84.0,17.0,31,57.0,0.9,0.0,1022.95,1.18,6.8,61.25
20.0,87.0,5.0,14,30.0,0.8,35.8,1003.9,1.0,23.9,96.0
47.0,23.0,15.0,48,42.0,1.2,5.3,1016.0,1.4,10.3,91.0
44.0,50.0,7.0,24,29.0,0.7,6.8,1020.3,2.7,9.0,78.5
216.0,37.0,70.0,133,117.0,1.9,0.0,1011.1,0.8,7.6,74.0
54.0,196.0,9.0,30,28.0,0.7,0.0,1005.9,0.4,26.3,74.3
25.0,93.0,6.0,10,22.0,0.7,0.4,1003.6,3.1,23.2,88.0
60.0,65.0,8.0,35,26.0,0.7,999990.0,1012.1,3.5,12.2,69.8
92.0,84.0,12.0,44,52.0,1.1,0.4,1001.2,2.0,20.0,70.8
198.0,168.0,30.0,106,102.0,1.5,0.0,1015.0,0.8,20.0,82.0
131.0,44.0,30.0,84,98.0,1.4,0.0,1020.0,0.4,6.8,70.3
41.0,116.0,5.0,19,25.0,0.6,0.0,1000.9,1.6,33.3,66.0
38.0,126.0,6.0,26,22.0,0.7,0.0,1008.0,1.9,24.3,80.8
66.0,130.0,7.0,35,35.0,0.9,0.0,1002.55,0.68,26.33,76.75
100.0,74.0,13.0,85,66.0,1.3,0.0,1026.0,1.0,7.6,78.0
112.0,123.0,10.0,75,76.0,1.1,0.0,1020.0,0.625,17.4625,81.25
38.0,154.0,6.0,21,25.0,0.7,4.6,996.6,1.0,28.6,81.0
74.0,123.0,10.0,40,41.0,0.7,0.0,1019.7,0.8,16.9,70.0
44.0,62.0,5.0,43,41.0,0.6,0.0,1026.9,1.9,5.8,83.0
76.0,214.0,12.0,44,22.0,1.0,0.0,1006.1,2.4,31.7,64.0
75.0,168.0,7.0,40,34.0,0.8,0.0,1002.2,2.7,28.7,67.0
0.0,99.0,7.0,0,57.0,0.6,0.0,1007.6,1.0,23.9,72.0
129.0,74.0,15.0,64,74.0,1.0,1.8,1018.1,1.0,12.4,70.3
0.0,59.0,7.0,0,47.0,1.0,0.0,1027.1,1.0,5.2,84.0
31.0,123.0,8.0,17,15.0,0.6,0.0,1008.875,2.625,26.65,61.0
21.0,11.0,5.0,12,44.0,1.6,7.9,1017.6,2.3,6.2,95.5
87.0,91.0,13.0,45,42.0,0.9,18.5,1002.0,1.3,26.4,94.0
170.0,163.0,22.0,104,66.0,1.3,0.0,1014.9,1.1,20.8,85.0
158.0,54.0,20.0,49,55.0,0.9,0.0,1024.8,1.1,6.6,72.0
95.0,129.0,13.0,59,64.0,0.8,0.0,1023.8,1.8,10.7,74.5
58.0,105.0,8.0,31,62.0,0.9,0.0,1018.8,0.6,18.8,81.3
73.0,115.0,10.0,45,22.0,0.9,0.0,1012.5,1.3,16.7,68.8
38.0,163.0,9.0,24,21.0,0.8,0.0,1012.3,1.75,27.8375,52.75
35.0,88.0,5.0,12,20.0,0.5,0.0,1002.6,3.03,32.23,63.0
39.0,28.0,11.0,31,54.0,1.0,25.1,1018.5,0.7,12.3,94.5
23.0,64.0,5.0,16,31.0,0.8,2.4,1004.5,1.3,27.8,88.8
116.0,59.0,6.0,82,45.0,1.0,0.0,1023.5,1.2,7.4,71.8
45.0,67.0,4.0,16,29.0,0.7,0.0,1001.48,1.6,29.68,81.5
71.0,142.0,10.0,31,31.0,0.6,0.0,1009.85,1.85,25.88,59.75
37.0,93.0,6.0,17,31.0,0.8,0.0,1001.925,1.5,28.375,86.375
168.0,112.0,12.0,53,76.0,1.0,0.0,1007.1,0.5,24.3,75.3
90.0,233.0,10.0,47,47.0,1.1,0.0,999.3,1.5,32.1,66.3
90.0,29.0,10.0,71,68.0,0.8,0.0,1025.6,0.0,3.9,73.3
129.0,62.0,7.0,112,45.0,1.3,0.0,1025.725,0.625,6.9375,87.25
158.0,126.0,14.0,89,109.0,1.4,0.0,1016.2,0.6,15.4,83.8
46.0,159.0,10.0,23,23.0,0.9,0.0,1002.075,1.375,28.1125,71.625
50.0,86.0,7.0,30,18.0,0.8,5.7,1015.0,4.5,20.2,80.8
73.0,57.0,17.0,49,37.0,0.8,0.0,1028.0,2.3,13.6,62.0
31.0,119.0,5.0,20,23.0,0.8,3.4,998.9,1.5,27.3,86.0
71.0,194.0,10.0,27,60.0,1.1,0.0,1001.8,0.3,28.3,79.0
72.0,139.0,17.0,43,38.0,0.9,0.0,1005.3,1.5,23.3,63.0
148.0,124.0,20.0,92,83.0,1.4,0.0,1012.78,1.73,16.0,65.25
46.0,135.0,9.0,23,53.0,0.7,0.0,1015.525,1.0,19.8625,67.875
54.0,60.0,9.0,20,58.0,0.6,0.0,1021.7,0.6,11.6,76.8
131.0,78.0,12.0,25,22.0,0.6,0.0,1043.0,1.8,-3.8,54.8
22.0,94.0,5.0,14,30.0,0.6,35.4,1008.6,1.9,19.3,97.8
91.0,124.0,12.0,49,63.0,1.3,0.0,1008.85,0.5,22.35,84.75
64.0,126.0,12.0,29,33.0,0.8,0.0,1017.1,0.7,16.1,65.8
36.0,143.0,6.0,21,26.0,0.8,6.75,1003.7125,1.25,28.625,84.625
68.0,152.0,6.0,38,48.0,1.0,0.1,1011.9,1.1,22.5,81.8
36.0,32.0,4.0,19,32.0,0.9,10.875,1002.475,0.625,26.15,96.25
71.0,63.0,9.0,32,64.0,0.7,0.0,1020.125,1.0,8.6375,70.25
106.0,200.0,8.0,47,38.0,0.9,0.0,997.0,1.13,32.35,72.25
66.0,89.0,12.0,32,44.0,1.1,0.0,1023.5,2.28,9.18,60.5
62.0,46.0,6.0,49,32.0,0.8,0.0,1030.0,2.8,6.5,82.5
169.0,39.0,23.0,136,65.0,1.8,0.0,1025.5,0.9,2.0,96.0
55.0,58.0,5.0,26,44.0,0.7,68.1999,1002.6,0.4,26.9,92.8
58.0,102.0,5.0,49,30.0,0.9,13.9,1006.2,2.7,19.6,98.0
19.0,25.0,5.0,15,34.0,0.9,25.7,1000.0,0.8,22.5,99.0
125.0,86.0,32.0,58,68.0,1.3,0.0,1014.83,2.33,18.5,56.0
37.0,105.0,8.0,16,19.0,0.6,0.0,1007.425,3.125,31.6375,57.125
60.0,124.0,5.0,23,23.0,0.5,0.0,1001.3,3.1,32.2,63.8
39.0,108.0,5.0,19,23.0,0.6,0.0,998.7,3.0,33.1,67.3
40.0,54.0,14.0,43,29.0,1.3,44.8,1005.5,1.9,12.8,94.0
27.0,100.0,6.0,12,18.0,0.7,0.0,998.825,1.875,31.9875,74.875
60.0,73.0,9.0,53,35.0,0.8,0.0,1030.3875,0.625,2.575,69.5
162.0,56.0,24.0,106,64.0,1.9,0.0,1018.2,0.8,10.6,81.0
17.0,46.0,3.0,8,25.0,0.7,15.1,999.8,1.58,24.3,97.0
84.0,89.0,11.0,52,54.0,1.2,0.0,1014.2,1.9,9.4,76.8
63.0,127.0,5.0,25,31.0,0.6,0.0,998.4,2.7,30.6,66.5
146.0,72.0,13.0,114,75.0,1.6,0.0,1020.8,1.0,12.8,81.3
49.0,80.0,3.0,26,36.0,1.0,1.1,1000.8,1.65,26.45,89.5
87.0,68.0,4.0,41,25.0,0.7,3.5,1011.0,1.5,15.7,91.3
221.0,47.0,41.0,177,119.0,2.7,0.0,1024.8,0.3,5.4,81.0
160.0,86.0,8.0,125,17.0,0.9,0.0,1024.825,2.375,6.55,68.875
91.0,203.0,14.0,49,80.0,1.1,0.0,1012.6,0.5,23.3,68.5
38.0,90.0,7.0,20,20.0,0.6,0.0,1021.1,2.8,13.6,68.0
41.0,126.0,5.0,21,28.0,0.9,0.1,1003.6,1.0,26.6,81.3
85.0,82.0,11.0,84,42.0,1.3,0.0,1027.9301,0.33,2.33,84.25
76.0,106.0,8.0,34,42.0,0.8,0.2,1017.5,3.2,17.4,66.5
34.0,108.0,5.0,0,36.0,0.7,0.0,1009.2375,0.625,24.9375,87.5
75.0,156.0,16.0,38,61.0,0.9,0.0,1016.9,0.7,22.4,73.0
26.0,70.0,5.0,14,30.0,0.9,0.2,1007.6,1.7,23.4,92.3
38.0,49.0,8.0,11,12.0,0.5,0.4375,1034.7875,5.125,1.9375,46.375
60.0,161.0,9.0,31,26.0,0.8,0.0,1005.7,0.9,27.1,73.8
20.0,76.0,7.0,11,22.0,0.7,0.0,1020.0,2.6,18.8,74.3
97.0,99.0,22.0,62,69.0,1.0,0.0,1023.0,0.4,11.4,84.0
117.0,33.0,25.0,86,67.0,1.3,2.0,1018.9,0.7,15.1,92.0
188.0,66.0,14.0,107,94.0,1.6,0.0,1019.1,0.4,11.5,84.8
77.0,45.0,13.0,60,59.0,0.9,0.0,1020.0125,1.375,5.0125,63.25
90.0,178.0,17.0,32,55.0,0.9,0.0,1007.73,0.8,24.38,66.5
81.0,61.0,5.0,36,29.0,0.7,7.5,1002.4,1.5,22.2,91.3
61.0,149.0,8.0,30,36.0,0.7,0.0,999.5,1.4,32.7,66.0
24.0,93.0,19.0,10,6.0,0.5,0.0,1002.9,2.9,31.7,67.0
74.0,178.0,13.0,35,62.0,1.0,0.0,1012.0875,0.875,28.0875,62.25
32.0,125.0,7.0,18,19.0,0.8,0.0,1009.92857142857,2.42857142857143,26.3714285714286,74.1428571428571
47.0,21.0,6.0,41,56.0,0.9,2.2,1016.6,0.7,10.2,93.0
11.0,100.0,4.0,7,16.0,0.7,8.875,1004.5,1.75,22.85,96.875
68.0,4.0,8.0,39,42.0,1.5,8.1,1011.85,0.38,14.45,97.25
17.0,64.0,5.0,9,17.0,0.5,10.2,999.6,2.1,26.8,85.5
60.0,66.0,10.0,33,60.0,0.6,0.0,1019.9875,0.75,12.3125,70.5
47.0,40.0,5.0,43,25.0,1.2,3.7875,1020.1375,2.0,4.425,96.25
75.0,81.0,6.0,49,26.0,0.7,0.5,1017.7,1.5,10.3,83.5
151.0,21.0,19.0,130,59.0,1.7,3.6,1022.1,1.2,4.6,95.8
78.0,82.0,5.0,84,34.0,1.1,0.0,1022.7,1.9,7.1,74.0
73.0,128.0,12.0,52,46.0,1.1,0.0,1018.1,1.4,17.2,69.5
107.0,59.0,12.0,64,94.0,1.3,0.0,1029.4,1.1,5.5,79.8
81.0,127.0,8.0,53,31.0,0.8,0.0,1001.8,1.0,25.9,85.0
62.0,130.0,6.0,24,34.0,0.7,0.0,997.7,1.5,33.2,71.0
50.0,123.0,7.0,30,24.0,0.8,0.0,998.8,2.4,32.5,62.5
123.0,102.0,15.0,72,89.0,1.2,0.0,1022.68,0.43,9.58,75.75
67.0,96.0,14.0,34,34.0,0.8,0.1,999999.0,999999.0,999999.0,999999.0
50.0,155.0,5.0,29,35.0,0.7,0.0,1002.6,0.9,24.6,81.8
132.0,96.0,9.0,102,51.0,1.3,0.0,1019.0,1.8,17.3,86.3
89.0,106.0,16.0,51,35.0,0.8,0.0,1005.3,2.4,23.7,80.0
57.0,163.0,5.0,28,43.0,0.9,0.2,1005.7,0.5,27.3,88.5
95.0,68.0,12.0,37,46.0,0.7,0.0,1030.7,2.0,1.1,53.0
69.0,94.0,9.0,39,43.0,1.1,0.0,1000.6,2.7,21.2,73.8
59.0,74.0,8.0,38,46.0,0.9,0.0,1015.85714285714,0.571428571428571,13.0142857142857,83.1428571428571
78.0,110.0,14.0,40,52.0,0.9,0.0,1018.375,1.25,19.225,59.25
97.0,72.0,14.0,76,78.0,1.3,0.0,1020.7,0.8,9.4,84.8
92.0,127.0,15.0,49,75.0,1.0,0.0,1016.3875,1.0,16.7375,56.5
178.0,41.0,16.0,125,112.0,1.6,0.0,1021.45,0.7,6.83,79.25
50.0,43.0,8.0,58,32.0,1.0,0.0,1028.63,2.75,5.6,80.0
137.0,110.0,15.0,50,67.0,0.8,0.7,1001.5,0.4,27.1,84.0
92.0,49.0,11.0,61,63.0,1.2,0.0,1029.6,0.7,3.9,82.8
20.0,96.0,4.0,11,22.0,0.6,2.475,999.725,1.25,26.325,86.25
14.0,72.0,5.0,9,20.0,0.6,13.8,1021.5,2.6,15.4,94.3
151.0,88.0,22.0,79,77.0,1.1,999990.0,1016.8,0.5,20.1,81.0
61.0,95.0,7.0,53,30.0,0.8,0.0,1026.775,1.0,2.8375,80.625
44.0,118.0,8.0,24,36.0,0.7,0.0,1018.1625,1.875,18.7,61.25
27.0,96.0,6.0,13,19.0,0.6,0.0,1003.575,3.0,32.375,70.25
65.0,33.0,8.0,49,59.0,0.8,0.0,1021.825,0.25,8.0875,82.625
51.0,160.0,5.0,31,33.0,0.9,0.0,1000.0,0.8,26.4,83.3
35.0,142.0,6.0,17,25.0,0.6,0.0,996.1,1.125,29.325,72.5
22.0,101.0,3.0,10,18.0,0.6,0.0,1006.5,2.1,19.8,79.8
92.0,179.0,6.0,50,45.0,1.0,0.0,999.58,0.73,27.55,78.75
63.0,158.0,5.0,31,37.0,0.7,0.0,999.4,1.2,31.8,74.0
73.0,137.0,5.0,42,37.0,0.9,0.1,999.73,1.25,26.28,89.25
34.0,87.0,4.0,12,26.0,0.7,0.0,1004.0,2.3,28.7,80.0
121.0,81.0,12.0,93,45.0,1.2,0.0,1012.7,2.6,17.7,71.8
56.0,72.0,13.0,31,45.0,0.8,0.9,1020.8,1.2,16.3,70.3
49.0,46.0,8.0,32,26.0,0.6,0.0,1038.7,3.7,-0.8,41.3
95.0,85.0,7.0,32,49.0,0.7,3.0,1000.4,1.4,24.5,79.5
45.0,126.0,9.0,24,28.0,0.7,0.371428571428571,1019.2375,1.375,17.55,72.75
72.0,41.0,6.0,58,39.0,1.6,2.7,1007.7,1.1,17.4,94.0
143.0,82.0,41.0,81,80.0,1.3,0.0,1014.4,1.1,12.3,77.0
76.0,120.0,10.0,30,28.0,0.6,0.0,1014.3125,1.875,22.7875,61.0
50.0,87.0,8.0,29,20.0,0.7,0.0,1010.8,2.3,23.2,72.5
104.0,110.0,16.0,57,37.0,0.8,0.0,1024.2,2.3,5.1,62.0
16.0,32.0,12.0,17,24.0,0.9,20.2,1026.5,4.5,2.9,98.0
39.0,152.0,8.0,17,30.0,0.7,0.0,1004.2,0.875,26.1875,68.125
118.0,70.0,13.0,81,87.0,1.2,0.0,1020.9,0.6,4.0,78.0
78.0,87.0,11.0,45,50.0,0.9,0.3,1013.7,1.7,18.0,66.0
94.0,77.0,14.0,45,59.0,1.1,0.0,1015.6,1.3,14.8,73.0
114.0,200.0,6.0,58,31.0,1.1,0.0,997.23,2.55,32.23,74.0
44.0,43.0,7.0,15,26.0,0.6,0.8,1020.3,2.1,13.6,74.3
48.0,128.0,9.0,27,19.0,0.9,23.3333333333333,1004.08571428571,3.57142857142857,28.7428571428571,69.4285714285714
30.0,120.0,5.0,22,17.0,0.7,0.0,995.4,1.8,28.8,76.0
99.0,192.0,8.0,45,61.0,0.9,0.0,1009.28,0.9,24.13,68.0
175.0,127.0,12.0,152,60.0,1.4,0.0,1021.2875,2.0,9.45,66.375
137.0,141.0,8.0,85,47.0,1.1,0.0,1014.4,1.8,20.0,74.5
98.0,147.0,14.0,49,65.0,1.2,0.0,1005.7,1.4,22.4,71.8
74.0,129.0,8.0,47,33.0,1.1,9.2,1005.3,2.9,22.9,79.8
109.0,22.0,11.0,108,59.0,1.1,0.0,1028.0,1.1,5.5,62.8
91.0,171.0,15.0,39,53.0,0.9,0.0,1002.1,0.9,27.0,82.0
129.0,102.0,12.0,63,86.0,1.1,0.0,1015.2,0.9,18.8,68.3
61.0,202.0,8.0,33,36.0,0.8,0.0,1000.375,0.75,27.8625,75.5
107.0,42.0,11.0,90,52.0,1.6,3.9,1015.5,1.4,15.23,95.0
131.0,172.0,13.0,54,59.0,0.8,0.0,1005.9,1.13,27.55,69.5
37.0,80.0,13.0,25,28.0,1.0,9.0,1010.4,2.3,21.5,91.0
61.0,174.0,9.0,26,50.0,0.7,0.0,1007.5,0.6,26.0,71.5
100.0,197.0,13.0,45,43.0,0.9,0.0,1010.15,1.83,27.5,58.75
52.0,84.0,11.0,28,26.0,0.8,14.2,1005.9,2.1,23.2,95.0
54.0,38.0,5.0,47,31.0,0.7,8.6,1019.5,1.6,1.2,95.0
121.0,125.0,11.0,35,61.0,0.8,0.0,1014.75,1.05,16.3,73.5
57.0,156.0,6.0,24,39.0,0.9,0.0,1002.3,1.4,28.0,73.5
24.0,77.0,9.0,22,23.0,0.9,7.0,1005.5,3.5,15.5,95.0
97.0,46.0,10.0,92,63.0,1.2,0.0,1021.33333333333,1.33333333333333,5.28333333333333,80.6666666666667
43.0,93.0,5.0,19,38.0,0.7,0.0,1010.8,1.2,19.5,80.3
81.0,152.0,7.0,30,33.0,0.8,0.0,998.48,1.75,32.85,69.75
93.0,13.0,18.0,56,44.0,1.7,0.0,1019.8,1.1,14.2,95.0
14.0,52.0,5.0,12,24.0,0.9,34.9,999.8,1.3,22.1,96.5
120.0,104.0,12.0,53,88.0,1.2,0.0,1015.7,0.2,17.8,78.8
100.0,96.0,8.0,52,54.0,1.5,0.0,1006.0,2.5,21.9,86.8
39.0,75.0,5.0,21,25.0,0.6,6.45,1007.6125,2.125,20.3,90.5
40.0,118.0,10.0,23,24.0,0.6,0.0,1011.85,0.875,21.225,72.25
47.0,96.0,5.0,19,24.0,0.8,0.0,1002.23,4.18,31.05,70.25
146.0,80.0,10.0,103,20.0,0.9,0.0,1025.7125,2.125,5.7125,61.75
105.0,159.0,16.0,50,75.0,1.5,0.0,1013.3,0.7,23.4,77.3
111.0,26.0,5.0,102,32.0,1.0,0.0,1023.5125,4.75,6.175,78.75
54.0,117.0,7.0,35,39.0,1.2,0.0,999.6,0.7,26.9,89.3
0.0,60.0,7.0,0,41.0,1.1,27.4,1002.1,2.7,17.4,87.3
122.0,57.0,17.0,86,41.0,1.2,1.5,1015.5,3.0,16.8,92.0
67.0,125.0,8.0,47,57.0,0.8,0.0,1024.025,0.5,13.4,75.5
139.0,59.0,8.0,144,36.0,1.2,0.0,1021.225,2.875,6.85,81.375
56.0,95.0,8.0,38,43.0,0.9,0.0,1017.1,1.5,10.7,79.0
